Aberdeen JC,"Rozier, Bob",1979,1979,DE,6' 3'',240,Anchorage,AK,USA,"Cordova (Sacramento, CA)"
University of Southern California,"Brenner, Hoby",1981,1993,TE,6' 4'',244,Linwood,CA,USA,Fullerton (CA)
University of Southern California,"Brock, Lou",1987,1988,CB/S,5' 11'',175,Chicago,IL,USA,"Ladue (St. Louis, MO)"
University of Southern California,"Brown, Booker",1975,1977,OT,6' 2'',257,Desson,MS,USA,Santa Barbara (CA)
University of Southern California,"Brown, Ron",1987,1988,LB,6' 4'',215,Oroville,CA,USA,"Bishop Amat (La Puente, CA)"
University of Southern California,"Brown, Willie",1964,1966,E/FL/RB,6' 0'',185,Tuscaloosa,AL,USA,"Polytechnic (Long Beach, CA)"
University of Southern California,"Browner, Joey",1983,1992,CB/S,6' 2'',210,Warren,OH,USA,"Reserve (Warren, OH)/Southwest (Atlanta, GA)"
University of Southern California,"Browner, Keith",1984,1988,DE/LB,6' 6'',245,Warren,OH,USA,"Southwest (Atlanta, GA)"
University of Southern California,"Buchanon, William",2006,2006,WR,6' 3'',185,Oceanside,CA,USA,
University of Southern California,"Budde, Brad",1980,1986,OG/OT,6' 4'',265,Detroit,MI,USA,"Rockhurst (Kansas City, MO)"
University of Southern California,"Bukich, Rudy",1953,1968,QB,6' 1'',202,St. Louis,MO,USA,"Roosevelt (St. Louis, MO)"
University of Southern California,"Buncom, Frank",1962,1968,LB,6' 1'',236,Shreveport,LA,USA,"Dorsey (Los Angeles, CA)"
University of Southern California,"Bundra, Mike",1962,1965,DT,6' 3'',258,Coplay,PA,USA,Catasauqua (PA)
University of Southern California,"Burke, Don",1950,1954,FB/G,6' 0'',235,Chico,CA,USA,Oakland (CA)
University of Southern California,"Burns, Mike",1977,1978,CB/S,6' 0'',180,Oakland,CA,USA,"El Cerrito (Richmond, CA)"
University of Southern California,"Bush, Reggie",2006,2010,RB,6' 0'',203,Spring Valley,,,
University of Southern California,"Busick, Steve",1981,1987,LB,6' 4'',227,Los Angeles,CA,USA,Temple City (CA)
University of Southern California,"Butler, Ray",1980,1988,WR,6' 3'',200,Port Lavaca,TX,USA,"Sweeny (Brazoria, TX)"
University of Southern California,"Byrd, Dominique",2006,2007,TE,6' 2'',254,Minneapolis,MN,USA,
University of Southern California,"Byrd, Mac",1965,1965,LB,6' 0'',215,Woodville,MS,USA,"Xavier Prep (New Orleans, LA)"
University of Southern California,"Cadigan, Dave",1988,1994,G/OG/OT/T,6' 4'',285,Needham,MA,USA,"Newport Harbor (Newport Beach, CA)"
University of Southern California,"Cain, Lynn",1979,1985,RB/WR,6' 1'',205,Los Angeles,CA,USA,"Roosevelt (Los Angeles, CA)"
University of Southern California,"Campbell, Jack",1982,1982,T,6' 5'',277,Los Angeles,CA,USA,"West (Torrance, CA)"
University of Southern California,"Cannamela, Pat",1952,1952,C/FB/G,5' 10'',205,New London,CT,USA,"Chamman Technical (New London, CT)"
University of Southern California,"Carmichael, Al",1953,1961,HB/OHB,6' 1'',192,Boston,MA,USA,Gardena (CA)
University of Southern California,"Carrier, Mark",1990,2000,S,6' 1'',190,Lake Charles,LA,USA,"Polytechnic (Long Beach, CA)"
University of Southern California,"Carter, Allen",1975,1976,RB,5' 11'',208,Pomona,CA,USA,"Bonita (LaVerne, CA)"
University of Southern California,"Carter, Kent",1974,1974,LB,6' 3'',235,Los Angeles,CA,USA,"Cathedral (Los Angeles, CA)"
University of Southern California,"Cash, Chris",2002,2005,DB,5' 11'',170,Stockton,CA,USA,"Franklin (Stockton, CA)"
University of Southern California,"Cassel, Matt",2005,2010,QB,6' 5'',230,Northridge,,,Chatsworth (CA)
University of Southern California,"Celotto, Mario",1978,1981,LB,6' 3'',228,Palos Verdes,CA,USA,"St. Bernard's (Manhattan Beach, CA)"
University of Southern California,"Chandler, Bob",1971,1982,WR,6' 0'',180,Long Beach,CA,USA,Whittier (CA)
University of Southern California,"Chantiles, Tom",1942,1942,T,6' 0'',220,York,PA,USA,"William Penn (York, PA)"
University of Southern California,"Claiborne, Chris",1999,2006,LB,6' 3'',256,Oceanside,CA,USA,"John W. North (Riverside, CA)"
University of Southern California,"Claridge, Travis",2000,2003,OG/OT,6' 5'',302,Detroit,MI,USA,"Fort Vancouver (Vancouver, WA)"
University of Southern California,"Clark, Don",1948,1949,G,5' 11'',197,Shurdan,IA,USA,"George Washington (Los Angeles, CA)"
University of Southern California,"Clark, Monte",1959,1969,DT/OT,6' 6'',260,Fillmore,CA,USA,Kingsburg (CA)
University of Southern California,"Clarke, Leon",1956,1963,FL/OE,6' 4'',232,Venice,CA,USA,Venice (CA)
University of Southern California,"Cleary, Paul",1948,1949,E,6' 1'',196,North Loop,NE,USA,Santa Ana (CA)
University of Southern California,"Clemens, Cal",1936,1936,B/FB/HB/QB,6' 1'',195,Oklahoma City,OK,USA,"Central (Oklahoma City, OK)"
University of Southern California,"Cobb, Garry",1979,1989,LB,6' 2'',230,Carthage,NC,USA,Stamford (CT)
University of Southern California,"Cobb, Marvin",1975,1980,CB/S,6' 0'',189,Detroit,MI,USA,"Notre Dame (Riverside, CA)"
University of Southern California,"Cody, Shaun",2005,2010,DT,6' 4'',292,Whittier,,,Los Altos (CA)
University of Southern California,"Coia, Angelo",1960,1966,OE/SE,6' 2'',202,Philadelphia,PA,USA,"Northeast (Philadelphia, PA)"
University of Southern California,"Collier, Floyd",1948,1948,T,6' 2'',215,Fresno,CA,USA,"Exeter (Fresno, CA)"
University of Southern California,"Colorito, Tony",1986,1986,NT,6' 5'',260,Brooklyn,NY,USA,"Midwood (Brooklyn, NY)"
University of Southern California,"Conway, Curtis",1993,2004,WR,6' 1'',195,Los Angeles,CA,USA,"Hawthorne (Torrance, CA)"
University of Southern California,"Cook, Rashard",1999,2002,S,5' 11'',200,San Diego,CA,USA,"Samuel F.B. Morse (San Diego, CA)"
University of Southern California,"Cormier, Joe",1987,1987,LB,6' 6'',230,Los Angeles,CA,USA,"Serra (Gardena, CA)"
University of Southern California,"Cornwell, Fred",1984,1985,TE/WR,6' 6'',233,Osborne,KS,USA,"Canyon (Canyon Country, CA)"
University of Southern California,"Cotton, Marcus",1988,1991,LB,6' 3'',225,Los Angeles,CA,USA,"Castlemont (Oakland, CA)"
University of Southern California,"Cowlings, Al",1970,1979,DE/DT,6' 5'',247,San Francisco,CA,USA,"Galileo (San Francisco, CA)"
University of Southern California,"Cox, Tom",1987,1987,C,6' 5'',260,Xenia,OH,USA,Xenia (OH)
University of Southern California,"Crabb, Claude",1962,1968,CB/DB/S,6' 0'',193,Carmel,CA,USA,Monterey (CA)
University of Southern California,"Crane, Dennis",1968,1970,DT/OL,6' 6'',260,San Bernardino,CA,USA,Colton (CA)
University of Southern California,"Crisman, Joel",1996,1996,G,6' 5'',302,Cherokee,IA,USA,Grundy Center (IA)
University of Southern California,"Crow, Lindon",1955,1964,CB/DB/DHB/S,6' 1'',195,Denison,TX,USA,Corcoran (CA)
University of Southern California,"Cunningham, Sam",1973,1982,FB/HB/RB,6' 3'',226,Santa Barbara,CA,USA,Santa Barbara (CA)
University of Southern California,"Curley, August",1983,1986,LB,6' 3'',222,Little Rock,AR,USA,"Southwest (Atlanta, GA)"
University of Southern California,"Danehe, Dick",1947,1948,T,6' 2'',237,Memphis,TN,USA,"Hickman (Columbia, MO)"
University of Southern California,"Darby, Byron",1983,1989,DE/NT,6' 4'',260,Los Angeles,CA,USA,Inglewood (CA)
University of Southern California,"Davidds-garrido, Norberto",1996,2000,OT,6' 5'',315,La Puente,CA,USA,"Workman (La Puente, CA)"
University of Southern California,"Davis, Anthony",1977,2010,RB,5' 10'',190,Huntsville,,,San Fernando (CA)
University of Southern California,"Davis, Clarence",1971,1978,RB,5' 10'',191,Birmingham,AL,USA,"Washington (Los Angeles, CA)"
University of Southern California,"Davis, Joe",1946,1946,E,6' 2'',195,St. Anthony,ID,USA,"Davis (Bountiful, UT)"
University of Southern California,"Deese, Derrick",1994,2004,OG/OT,6' 3'',289,Culver City,CA,USA,Culver City (CA)
University of Southern California,"Del Rio, Jack",1985,1995,LB,6' 4'',238,Castro Valley,CA,USA,Hayward (CA)
University of Southern California,"DeLauer, Bob",1945,1946,C/G/QB/T,6' 1'',218,San Francisco,CA,USA,"Hoover (San Diego, CA)"
University of Southern California,"Dickerson, Kori",2003,2003,TE,6' 4'',240,Los Angeles,CA,USA,"Washington (Los Angeles, CA)"
University of Southern California,"Diggs, Shelton",1977,1977,WR,6' 1'',190,San Bernardino,CA,USA,San Bernardino (CA)
University of Southern California,"Dimler, Rich",1979,1980,DL/DT,6' 6'',260,Bayonne,NJ,USA,Bayonne (NJ)
University of Southern California,"Doll, Don",1949,1954,DB/HB,5' 10'',185,Los Angeles,CA,USA,"Grant (North Sacramento, CA)"
University of Southern California,"Dorsey, Dick",1962,1962,OE,6' 3'',200,Malvern,IA,USA,Santa Monica (CA)
University of Southern California,"Downs, Bob",1951,1951,G,5' 10'',210,Los Angeles,CA,USA,Alhambra (CA)
University of Southern California,"Durko, Sandy",1970,1974,CB/S,6' 1'',185,Los Angeles,CA,USA,West Covina (CA)
University of Southern California,"Edwards, Dennis",1987,1987,DE,6' 4'',253,Stockton,CA,USA,"Edison (Stockton, CA)"
University of Southern California,"Ellis, Sedrick",2008,2010,DT,6' 1'',307,Los Angeles,,,Chino HS (CA)
University of Southern California,"Ellison, Riki",1983,1992,LB,6' 2'',225,Christchurch,,,"Amphitheater (Tucson, AZ)"
University of Southern California,"Ervins, Ricky",1991,1995,RB,5' 7'',200,Fort Wayne,IN,USA,"John Muir (Pasadena, CA)"
University of Southern California,"Evans, Charlie",1971,1974,RB,6' 1'',219,Gardena,CA,USA,Gardena (CA)
University of Southern California,"Evans, Vince",1977,1995,QB,6' 2'',213,Greensboro,NC,USA,"Benjamin L. Smith (Greeensboro, NC)"
University of Southern California,"Fargas, Justin",2003,2009,RB,6' 1'',220,Encino,CA,USA,"Notre Dame (Sherman Oaks, CA)"
University of Southern California,"Farmer, Dave",1978,1978,RB,6' 0'',205,Phoenix,AZ,USA,"Workman (La Puente, CA)"
University of Southern California,"Ferguson, Jim",1968,1969,C,6' 4'',240,Oakland,CA,USA,"Excelsior (Norwalk, CA)"
University of Southern California,"Ferrante, Orlando",1960,1961,OG,6' 0'',230,Los Angeles,CA,USA,"Mount Carmel (Los Angeles, CA)"
University of Southern California,"Ficca, Dan",1962,1966,G/OG,6' 1'',244,Atlas,PA,USA,"Mount Carmel (Atlas, PA)"
University of Southern California,"Fields, Scott",1996,1999,LB,6' 2'',220,Ontario,CA,USA,"Bishop Amat (La Puente, CA)"
University of Southern California,"Fisher, Bob",1940,1940,G/T,6' 2'',224,Los Angeles,CA,USA,"Polytechnic (Los Angeles, CA)"
University of Southern California,"Fisher, Jeff",1981,1984,CB,5' 10'',188,Culver City,CA,USA,"Taft (Woodland Hills, CA)"
University of Southern California,"Fisk, Bill",1940,1948,E,6' 0'',199,Los Angeles,CA,USA,Alhambra (CA)
University of Southern California,"Fitzpatrick, James",1986,1991,G/OG/OT/T,6' 8'',305,Heidelberg,,,Beaverton (OR)
University of Southern California,"Foote, Chris",1980,1990,C,6' 4'',260,Louisville,KY,USA,"Fairview (Boulder, CO)"
University of Southern California,"Ford, Cole",1995,1998,K,6' 2'',195,Tucson,AZ,USA,"Sabino (Tucson, AZ)"
University of Southern California,"Foster, Roy",1982,1993,G/OG/T,6' 4'',275,Los Angeles,CA,USA,"Taft (Woodland Hills, CA)/West (Shawnee Mission, KS)"
University of Southern California,"Galbraith, Scott",1990,1998,TE,6' 3'',260,Sacramento,CA,USA,"Highlands (North Highlands, CA)"
University of Southern California,"Gallaher, Allen",1974,1974,OT,6' 3'',255,San Fernando,CA,USA,Sylmar (CA)
University of Southern California,"Garlin, Don",1949,1950,B/HB,5' 12'',188,Porterville,CA,USA,Porterville (CA)
University of Southern California,"Garrett, Mike",1966,1973,HB/RB,5' 9'',199,Los Angeles,CA,USA,"Roosevelt (Los Angeles, CA)"
University of Southern California,"Garzoni, Mike",1947,1948,G,5' 11'',218,Los Angeles,CA,USA,Santa Clara (CA)
University of Southern California,"Gay, William",1978,1988,DE/DT/TE,6' 5'',250,San Francisco,CA,USA,"Herbert Hoover (San Diego, CA)"
University of Southern California,"Gibson, David",2000,2003,S,6' 1'',210,Santa Ana,CA,USA,"Mater Dei (Santa Ana, CA)"
University of Southern California,"Gifford, Frank",1952,1964,DHB/FL/K/OHB,6' 1'',197,Santa Monica,CA,USA,Bakersfield (CA)
University of Southern California,"Grant, John",1973,1979,DE/DT,6' 3'',241,Boise,ID,USA,"Capital (Boise, ID)"
University of Southern California,"Gray, Bill",1947,1948,G,5' 11'',210,Portland,OR,USA,"Benson Tech (Portland, OR)"
University of Southern California,"Green, Paul",1992,1996,TE,6' 3'',230,Coalinga,CA,USA,"West (Clovis, CA)"
University of Southern California,"Griffith, Homer",1934,1934,HB,5' 10'',165,Los Angeles,CA,USA,"Fairfax (Los Angeles, CA)"
University of Southern California,"Grootegoed, Matt",2005,2005,LB,5' 11'',215,Huntington Beach,CA,USA,Mater Dei (CA)
University of Southern California,"Guenther, Gregg",2005,2005,TE,6' 8'',255,Calabasas,CA,USA,
University of Southern California,"Gunn, Jimmy",1970,1976,LB/S,6' 1'',220,Augusta,AR,USA,"Lincoln (San Diego, CA)"
University of Southern California,"Haden, Pat",1976,1981,QB,5' 11'',183,Westbury,NY,USA,"Bishop Amat (La Puente, CA)"
University of Southern California,"Hale, Chris",1989,1992,CB,5' 7'',163,Monrovia,CA,USA,Monrovia (CA)
University of Southern California,"Hall, Willie",1972,1978,LB,6' 2'',223,Montrose,GA,USA,"Pulaski (New Britain, CT)"
University of Southern California,"Hannah, Travis",1993,1995,WR,5' 7'',161,Los Angeles,CA,USA,Hawthorne (CA)
University of Southern California,"Hardy, Jim",1946,1952,C/QB,6' 0'',180,Los Angeles,CA,USA,"Fairfax (Los Angeles, CA)"
University of Southern California,"Harlow, Pat",1991,1998,OT,6' 6'',295,Norco,CA,USA,Norco (CA)
University of Southern California,"Harper, Michael",1986,1989,WR,5' 10'',180,Kansas City,KS,USA,"Hickman Mills (Kansas City, MO)"
University of Southern California,"Hartwig, Carter",1979,1984,CB/S,6' 0'',198,Culver City,CA,USA,"Central (Fresno, CA)"
University of Southern California,"Hayes, Luther",1961,1961,OE,6' 4'',202,San Diego,CA,USA,"Abraham Lincoln (San Diego, CA)"
University of Southern California,"Hayes, Windrell",2000,2001,WR,5' 11'',201,Stockton,CA,USA,"St. Mary's (Stockton, CA)/Franklin (Stockton, CA)"
University of Southern California,"Hayhoe, Bill",1969,1973,DT/OT/T,6' 8'',258,Los Angeles,CA,USA,"Birmingham (Van Nuys, CA)"
University of Southern California,"Haynes, Tommy",1987,1987,S,6' 0'',190,Chicago,IL,USA,Covina (CA)
University of Southern California,"Heckard, Steve",1965,1966,OE,6' 1'',195,Winston-Salem,NC,USA,"R.J. Reynolds (Winston-Salem, NC)"
University of Southern California,"Hendren, Bob",1949,1951,E/T,6' 8'',244,Burlington Junction,MO,USA,Clarinda (IA)
University of Southern California,"Henke, Ed",1949,1963,DE/E/G/LB/T,6' 3'',227,Ontario,CA,USA,Venturta (CA)
University of Southern California,"Henry, Mike",1959,1964,LB,6' 2'',220,Los Angeles,CA,USA,Bell (CA)
University of Southern California,"Hertel, Rob",1978,1978,QB,6' 2'',195,Montebello,CA,USA,"Los Altos (Hacienda Heights, CA)"
University of Southern California,"Heywood, Ralph",1946,1949,E,6' 2'',205,Los Angeles,CA,USA,Huntington Park (CA)
University of Southern California,"Hibbs, Jesse",1931,1931,T,6' 0'',195,Normal,IL,USA,"Glendale (CA)/Lake Forest Academy (Lake Forest, IL)"
University of Southern California,"Hickman, Donnie",1978,1978,G/LB,6' 2'',260,Flagstaff,AZ,USA,Flagstaff (AZ)
University of Southern California,"Hill, Fred",1965,1971,OE/SE/TE,6' 2'',215,Los Angeles,CA,USA,Paramount (CA)
University of Southern California,"Hoffman, Bob",1940,1949,B/FB/HB/QB,6' 1'',208,Star City,WV,USA,Montebello (CA)
University of Southern California,"Hoffman, John",1969,1972,DE,6' 7'',264,Santa Monica,CA,USA,Studio City (CA)
University of Southern California,"Hollinquest, Lamont",1993,1998,LB,6' 3'',250,Los Angeles,CA,USA,"Pius X (Downey, CA)"
University of Southern California,"Holmes, Alex",2005,2005,TE,6' 3'',270,Sherman Oaks,CA,USA,Harvard-Westlake (CA)
University of Southern California,"Hope, Neil",1987,1987,LB,6' 2'',235,Memphis,TN,USA,"Fairfax (Los Angeles, CA)"
University of Southern California,"Hopper, Darrel",1987,1987,CB/S,6' 1'',196,Los Angeles,CA,USA,Carson (CA)
University of Southern California,"Howell, Pat",1979,1985,G/OG,6' 5'',262,Fresno,CA,USA,Fresno (CA)
University of Southern California,"Hull, Mike",1968,1974,RB/TE,6' 3'',220,La Crescenta,CA,USA,"Crescenta Valley (La Crescenta, CA)"
University of Southern California,"Hunter, James",1982,1982,NT,6' 5'',251,Haskell,OK,USA,Santa Barbara (CA)
University of Southern California,"Ifeanyi, Israel",1996,1996,DE,6' 3'',246,Lagos,,,"Government Secondary School (Lagos, Nigieria)#"
University of Southern California,"Jackson, Andrew",1987,1987,RB,5' 10'',190,Los Angeles,CA,USA,"Manual Arts (Los Angeles, CA)"
University of Southern California,"Jackson, John",1990,1996,WR,5' 10'',175,Brooklyn,NY,USA,"Bishop Amat (La Puente, CA)"
University of Southern California,"Jackson, Lawrence",2008,2010,DE,6' 4'',271,Los Angeles,,,Inglewood HS (CA)
University of Southern California,"Jackson, Mel",1976,1980,G,6' 1'',267,Los Angeles,CA,USA,"Mount Carmel (Los Angeles, CA)"
University of Southern California,"Jarrett, Dwayne",2007,2010,WR,6' 4'',219,New Brunswick,,,
University of Southern California,"Jessup, Billy",1951,1960,E/FL/HB/OE/P,6' 1'',195,Wray,CO,USA,"Polytechnic (Long Beach, CA)"
University of Southern California,"Jeter, Gary",1977,1989,DE/DT,6' 4'',258,Weirton,WV,USA,"Cathedral Latin (Cleveland, OH)"
University of Southern California,"Johnson, Dennis",1980,1985,LB,6' 3'',230,Flint,MI,USA,"Northwestern (Flint, MI)"
University of Southern California,"Johnson, Keyshawn",1996,2006,WR,6' 4'',212,Los Angeles,CA,USA,"Dorsey (Los Angeles, CA)"
University of Southern California,"Johnson, Rob",1995,2005,TE,6' 4'',210,Newport Beach,CA,USA,El Toro (CA)
University of Southern California,"Johnston, Rex",1960,1960,HB,6' 1'',195,Colton,CA,USA,Compton (CA)
University of Southern California,"Jordan, Steve",1987,1987,K,5' 10'',205,San Francisco,CA,USA,"Archbishop Riordan (San Francisco, CA)"
University of Southern California,"Justice, Winston",2006,2010,OT,6' 6'',320,Long Beach,,,
University of Southern California,"Kaer, Mort",1931,1931,HB/QB,5' 11'',167,Omaha,NE,USA,Red Bluff (CA)
University of Southern California,"Kalil, Ryan",2007,2010,C,6' 2'',295,Corona,,,
University of Southern California,"Kamana, John",1984,1987,HBK/RB/TE,6' 0'',230,Honolulu,HI,USA,"Panahoa(Honolulu, HI)"
University of Southern California,"Katnik, Norm",2006,2006,C,6' 4'',295,Tucson,AZ,USA,
University of Southern California,"Kelly, Brian",1998,2008,DB,5' 11'',193,Las Vegas,NV,USA,"Overland (Aurora, CO)"
University of Southern California,"Keneley, Matt",1999,1999,DT,6' 4'',268,Santa Ana,CA,USA,Mission Viejo (CA)
University of Southern California,"Kirby, Jack",1949,1949,HB,5' 11'',185,Los Angeles,CA,USA,"Dorsey (Los Angeles, CA)"
University of Southern California,"Kirner, Gary",1964,1969,C/DE/G/OG/OT/T,6' 3'',238,Los Angeles,CA,USA,"Hamilton (Santa Monica, CA)"
University of Southern California,"Kirtman, David",2006,2008,RB,6' 0'',232,Mercer Island,WA,USA,
University of Southern California,"Klein, Bob",1969,1979,TE,6' 5'',237,South Gate,CA,USA,"St. Monica's (Santa Monica, CA)"
University of Southern California,"Knight, Sammy",1997,2008,DB,6' 0'',208,Fontana,CA,USA,"Rubidoux (Riverside, CA)"
University of Southern California,"Knutson, Steve",1976,1978,G/OT/T,6' 3'',254,Bagley,MN,USA,South Gate (CA)
University of Southern California,"Kopp, Jeff",1995,1999,LB,6' 3'',234,Danville,CA,USA,"San Ramon Valley (Danville, CA)"
University of Southern California,"Kors, R.j.",1991,1993,CB/S,6' 0'',195,Santa Monica,CA,USA,"El Camino Real (Monterey Park, CA)"
University of Southern California,"Krueger, Al",1941,1946,E/HB,6' 0'',190,Orange,CA,USA,"Antelope Valley (Lancaster, CA)"
University of Southern California,"Lansdell, Grenny",1940,1940,HB,6' 0'',190,Great Barrington,MA,USA,
University of Southern California,"Lapka, Myron",1980,1983,DE/DT/NT,6' 4'',255,Van Nuys,CA,USA,"Chatsworth (Northridge, CA)"
University of Southern California,"Lee, Zeph",1987,1989,DB/RB/S,6' 2'',212,San Francisco,CA,USA,"Abraham Lincoln (San Francisco, CA)"
University of Southern California,"Leggett, Brad",1991,1991,C,6' 4'',270,Vicksburg,MS,USA,Fountain Valley (CA)
University of Southern California,"Leinart, Matt",2006,2009,QB,6' 5'',232,Santa Ana,CA,USA,
